REPORT_DATE,REFERENCE_ID,BIS_CATEGORY,BIS_TYPE,GUARANTEE_TYPE,BUSINESS_TYPE,METHOD_TYPE,FORMULA,RISK_WEIGHT,EXPOSURE_AMOUNT,GUARANTEE_AMOUNT,RISK_AMOUNT,PRE_CALC_VALUE,FINAL_VALUE
30/6/2025_newconfig,6512374b-f9cc-47d8-9811-ea2093d55974,Bond,Securitization,Collateral,Interbank,SA-CCR,F4,0.92,567319.17,79775.55,448540.13,448023.47,438641.56
30/6/2025_newconfig,657d2400-9828-484b-8738-a049d4fe8aac,Others,Securitization,Government,Retail,Standardized,F2,0.89,447416.64,91076.46,317142.76,297418.44,313581.55
30/6/2025_newconfig,65aa6d0a-79ff-4900-8317-766be227ce23,Option,Securitization,Third-party,Retail,Standardized,F4,0.56,269918.51,13638.17,143516.99,153024.12,160788.96
30/6/2025_newconfig,65c140d1-868f-4ec7-bfff-f12ecbb6dce4,Option,Securitization,Third-party,Sovereign,SA-CCR,F2,0.23,117356.76,17010.27,23079.69,20696.43,21956.61
30/6/2025_newconfig,65c38014-3b5e-4e29-bf58-7624535fa58f,Repo,Trading,Collateral,Corporate,IMM,F2,0.34,757832.42,297929.73,156366.91,157143.66,157948.31
30/6/2025_newconfig,65e27da4-5985-46ef-b380-5cf291397d7a,Repo,Trading,Government,Corporate,SA-CCR,F3,0.45,873234.88,22580.07,382794.66,322044.73,318770.84
30/6/2025_newconfig,65f280ab-fbdf-4933-949b-21c3f85de724,Derivative,Trading,Government,Retail,Standardized,F4,0.34,390521.87,179257.46,71829.9,65331.81,66188.76
30/6/2025_newconfig,65fcacb2-9214-41e2-9e9a-cc4602d726b4,FX,Securitization,Government,Retail,Standardized,F4,0.32,956714.45,38719.91,293758.25,264470.52,251820.14
30/6/2025_newconfig,663b6b55-3de2-4dc8-9ac5-c136c79d2ac2,FX,Securitization,Third-party,Retail,IMM,F4,0.23,968166.13,254524.5,164137.57,145906.02,146243.12
30/6/2025_newconfig,66431939-5f94-4749-9e69-d40daf01f018,Commodity,Securitization,Third-party,Retail,Standardized,F1,0.99,211027.49,44191.04,165168.09,167775.29,154859.28
30/6/2025_newconfig,6668fb89-956b-4566-be2e-7abebe64ef30,Commodity,Banking,Third-party,Interbank,IMM,F3,0.42,859361.8,410849.74,188375.07,158013.99,172464.23
30/6/2025_newconfig,668b2cba-f760-482e-911d-ecc43f35facc,Derivative,Banking,Collateral,Retail,Standardized,F2,0.3,555397.62,13584.06,162544.07,151785.13,147428.83
30/6/2025_newconfig,669313cc-261f-4837-8064-b52924d34d38,FX,Securitization,Collateral,Corporate,Standardized,F1,0.64,532845.04,64585.49,299686.11,298725.87,272950.82
30/6/2025_newconfig,66a66a4c-95ab-473e-aa80-3d84c429caec,Option,Securitization,Collateral,Retail,SA-CCR,F3,0.81,671634.34,111390.45,453797.55,495444.98,544413.36
30/6/2025_newconfig,66c07182-3822-409b-9c3a-0f48a1afe44c,Bond,Securitization,Collateral,Corporate,Standardized,F4,0.98,438790.18,180068.55,253547.2,261821.78,275546.38
30/6/2025_newconfig,66c156c9-858b-4d9f-9932-35109ee7319c,Account,Banking,Government,Interbank,SA-CCR,F2,0.75,450458.06,192496.52,193471.15,209638.5,200471.89
30/6/2025_newconfig,66fe3c3a-97b9-4dd7-b8db-3780f13d37f0,FX,Securitization,Third-party,Sovereign,Standardized,F4,0.77,723990.79,34770.6,530699.55,490167.78,490639.72
30/6/2025_newconfig,672f9776-8a37-45d0-b6f7-621479c388a3,Others,Trading,Collateral,Interbank,Standardized,F4,0.94,148356.55,48010.71,94325.09,112884.97,116432.35
30/6/2025_newconfig,674230d9-e0ff-4267-94ac-5951fb8c8d21,Bond,Securitization,Collateral,Corporate,Standardized,F1,0.89,53991.24,9836.26,39297.93,36210.8,35193.77
30/6/2025_newconfig,674544a9-ca1b-4e6f-8e00-56a7ce0b195c,Repo,Banking,Third-party,Interbank,Standardized,F4,0.64,813410.23,57908.32,483521.22,553178.39,607116.8
30/6/2025_newconfig,674cd552-7d42-466f-87f6-51d6b6f75ad3,Others,Banking,Collateral,Retail,SA-CCR,F3,0.69,23669.49,2839.34,14372.8,12571.13,13153.83
30/6/2025_newconfig,675aceb0-07e8-4712-899f-d9088a4a249f,Others,Trading,Government,Sovereign,SA-CCR,F4,0.41,153792.4,24857.62,52863.26,54669.28,52352.07
30/6/2025_newconfig,676b04b5-75b3-4600-8c33-2465237c8837,Derivative,Securitization,Collateral,Interbank,Standardized,F3,0.73,615679.39,97069.86,378584.96,414463.68,410377.34
30/6/2025_newconfig,6787f587-1e66-424e-a302-d01d470a5752,Option,Securitization,Government,Retail,Standardized,F4,0.59,400615.66,15608.72,227154.09,271436.99,285264.83
30/6/2025_newconfig,67a17c61-73af-4ce1-9f36-747f900c6ee4,Account,Securitization,Government,Corporate,SA-CCR,F3,0.57,921351.05,312348.05,347131.71,365102.96,386135.93
30/6/2025_newconfig,67b4ac6a-684b-4ac6-8aab-880c8b0ee480,Loan,Trading,Government,Retail,SA-CCR,F2,0.63,786585.95,222431.13,355417.54,292905.38,285596.44
30/6/2025_newconfig,67bd0965-f6cc-4cb5-898b-c39cced8761a,Account,Securitization,Third-party,Retail,Standardized,F2,0.3,223246.81,19160.55,61225.88,72099.31,71422.05
30/6/2025_newconfig,67c1eeb8-3339-43cb-8eae-44ef8f409a83,Equity,Securitization,Collateral,Corporate,Standardized,F4,0.83,994151.93,260025.76,609324.72,727123.85,694355.49
30/6/2025_newconfig,67f773f5-4329-4976-9bba-b8ab0109525b,Commodity,Trading,Government,Sovereign,Standardized,F4,0.46,796186.44,91178.66,324303.58,318971.84,331120.97
30/6/2025_newconfig,680e8998-3bc0-4f46-bdcb-1f825cc8aad2,Commodity,Securitization,Government,Sovereign,SA-CCR,F3,0.68,856421.76,220300.51,432562.45,441881.02,446005.86
30/6/2025_newconfig,681cd990-aa9b-4785-a3e3-ebe921ead9da,FX,Securitization,Third-party,Corporate,Standardized,F1,0.86,745053.44,21986.11,621837.9,633300.67,601116.47
30/6/2025_newconfig,68596185-3e21-4963-8ff7-07bd9a0e20c1,Bond,Banking,Collateral,Sovereign,Standardized,F1,0.93,446338.04,126081.98,297838.14,307315.25,315283
30/6/2025_newconfig,68a83799-cab9-4ddc-a0a1-eab9d711db35,Derivative,Securitization,Government,Retail,SA-CCR,F3,0.67,75633.13,12895.39,42034.29,36209.96,38096.71
30/6/2025_newconfig,690d5123-a40f-4d88-8585-97aa4a9bd057,Commodity,Trading,Collateral,Sovereign,SA-CCR,F4,0.83,220236.23,5797.23,177984.37,211212.54,195144.98
30/6/2025_newconfig,69216ad4-674c-40f7-9d63-4a05fa8f5778,Bond,Banking,Collateral,Sovereign,IMM,F2,0.88,102074.61,8028.65,82760.44,73699.55,69755.8
30/6/2025_newconfig,692ec67e-9a02-4b9a-a441-df85f8e2350c,Commodity,Banking,Third-party,Interbank,Standardized,F1,0.65,788099.12,244889.52,353086.24,393499.67,426482.34
30/6/2025_newconfig,69616a0d-6d52-4058-9362-7b828ef55e1d,Loan,Trading,Government,Interbank,IMM,F3,0.21,979851.15,409238.37,119828.68,117016.34,110080.27
30/6/2025_newconfig,69e329f9-81c8-4c19-a4d3-ce3201b6d41f,Repo,Trading,Government,Retail,SA-CCR,F2,0.56,534445.96,22138.43,286892.22,244275.01,241631.12
30/6/2025_newconfig,6a12f9f5-1a8c-48f9-a09f-d452743fdd57,FX,Trading,Third-party,Retail,IMM,F3,0.86,342708.73,39546.86,260719.21,307213.45,325160.62
30/6/2025_newconfig,6a1f45a2-fa88-432f-830c-0b45568e4218,Bond,Trading,Third-party,Retail,IMM,F1,0.43,601738.25,212252.32,167478.95,200350.14,196572.19
30/6/2025_newconfig,6a1fd21b-8a54-4ed0-bc37-0aeaadfd54ea,FX,Trading,Third-party,Corporate,IMM,F1,0.29,553022.21,108402.23,128939.79,143414.41,133042.91
30/6/2025_newconfig,6a595cfb-e8f8-499d-abfd-0942c350d885,FX,Securitization,Third-party,Retail,Standardized,F1,0.94,614596.59,164634.53,422964.34,440699.33,470041.11
30/6/2025_newconfig,6a803a26-cd03-4eb6-9bce-d2eb3240509e,Bond,Securitization,Government,Interbank,Standardized,F2,0.31,675827.63,77767.42,185398.67,198528.47,184133.55
30/6/2025_newconfig,6a805680-4eda-4160-b53f-9019c7c277d9,FX,Trading,Collateral,Sovereign,Standardized,F4,0.3,183704.42,85879.45,29347.49,31258.66,33754.87
30/6/2025_newconfig,6ab39c7d-65ef-412e-a152-a27ddbedea12,Account,Securitization,Government,Retail,Standardized,F4,0.42,818440.72,398323.23,176449.35,150084.02,163179.44
30/6/2025_newconfig,6adf8bed-75e6-40f0-b031-a4bf818fe13f,Others,Banking,Government,Retail,SA-CCR,F3,0.25,525017.08,5756.3,129815.19,140448.7,142889.21
30/6/2025_newconfig,6b1139f6-19bd-4232-8c42-69a8e035e978,Others,Banking,Government,Retail,Standardized,F2,0.94,641246.66,210052.5,405322.51,453006.16,430077.4
30/6/2025_newconfig,6b4981fb-ea21-4f39-80f4-06e7d906ec27,FX,Trading,Third-party,Interbank,IMM,F4,0.55,918092.72,117046.96,440575.17,522896.33,539314.23
30/6/2025_newconfig,6b569f90-1301-448d-9c72-298e44e19f60,Equity,Trading,Government,Retail,IMM,F4,0.39,495268.72,174041.84,125278.48,105285.99,95890.8
30/6/2025_newconfig,6bb229a1-7874-49e8-9c7f-ef3c04d42b3d,Derivative,Trading,Government,Retail,IMM,F1,0.39,268236.9,53546,83729.45,67879.43,66127.93
30/6/2025_newconfig,6be37f68-d588-4418-a043-068d03bbe207,Repo,Trading,Government,Interbank,IMM,F4,0.85,457509.42,182240.43,233978.64,215281.44,205463.24
30/6/2025_newconfig,6bf27ecf-e6e0-4ec2-9658-65f8d43cc80d,FX,Trading,Third-party,Retail,IMM,F2,0.47,811939.75,275185.6,252274.45,286777.48,282679.32
30/6/2025_newconfig,6c0f898b-db67-4bf9-accf-4da3d6be8bb7,Others,Banking,Government,Corporate,Standardized,F1,0.81,138046.85,32022.81,85879.47,70048.46,74691.61
30/6/2025_newconfig,6c163e67-f416-4cad-a9bd-ad9515d93039,Derivative,Trading,Third-party,Corporate,IMM,F2,0.47,99054.05,40092.67,27711.85,31466.78,34466.09
30/6/2025_newconfig,6c2ab998-901b-4754-82ac-3bfc46f362cc,Equity,Trading,Collateral,Interbank,IMM,F3,0.8,371489.27,129101.3,193910.38,196743.11,193437.53
30/6/2025_newconfig,6c6708df-1955-4703-8109-5dc90e4ab21f,Derivative,Securitization,Government,Corporate,Standardized,F4,0.89,931583.59,46618.19,787619.21,928537.19,840142.44
30/6/2025_newconfig,6c93807b-0fc0-4b9f-95c9-3bb9d6cb01cb,FX,Banking,Government,Sovereign,IMM,F1,0.78,836460.16,265597.3,445273.03,470743.71,474119.58
30/6/2025_newconfig,6c97ff89-fe80-4e72-9845-fabdde703754,Bond,Securitization,Government,Corporate,Standardized,F2,0.87,896466.06,12877.43,768722.11,857330.29,875715.56
30/6/2025_newconfig,6ca53bfb-5bfe-4244-9f4f-7e54ccb1f993,Equity,Securitization,Collateral,Sovereign,IMM,F3,0.56,501064.58,138303.57,203146.17,228662.62,246865.94
30/6/2025_newconfig,6cddda73-4a2b-41b6-9587-357cdf8112d9,FX,Securitization,Collateral,Retail,IMM,F4,0.57,904610.61,178816.97,413702.37,334241.2,304261.99
30/6/2025_newconfig,6cfb2878-b77f-4e7e-9a6e-f45b3b3cfdf0,Others,Banking,Third-party,Interbank,IMM,F1,0.51,189027.5,30935.97,80626.68,90842.59,87239.56
30/6/2025_newconfig,6d05aea9-4c1b-41af-a8b8-25935f62354f,Account,Banking,Government,Corporate,Standardized,F2,0.61,922153.4,144332.49,474470.76,560090.05,590642.8
30/6/2025_newconfig,6d142edb-4da7-4671-afea-19bcd96ee07d,Others,Securitization,Collateral,Sovereign,SA-CCR,F4,0.26,422796.87,21356.81,104374.42,86642.06,86292.58
30/6/2025_newconfig,6d150cda-be63-41b4-9d02-f7671716567a,Loan,Banking,Third-party,Retail,Standardized,F1,0.44,712252.61,257127.6,200255,195192.87,193450.4
30/6/2025_newconfig,6d1a8a6e-c9b1-4918-8945-0e816c3a9e9c,Repo,Trading,Third-party,Sovereign,Standardized,F2,0.72,199330.81,65259.23,96531.54,95551.23,89293.85
30/6/2025_newconfig,6d3ff814-4a73-4d75-bc9f-19f238e3b279,Loan,Trading,Third-party,Sovereign,IMM,F4,0.35,154278.57,50566.31,36299.29,29979.71,31347.72
30/6/2025_newconfig,6d4fd2df-0c44-4a94-b615-2cdbc138cc8c,FX,Banking,Collateral,Sovereign,Standardized,F2,0.7,843809.47,40128.6,562576.61,659985.68,667273.11
30/6/2025_newconfig,6d52c0da-e225-46cc-93fa-07ab2fa72c59,Commodity,Banking,Government,Retail,Standardized,F2,0.94,639849.99,88738.77,518044.55,415816.77,394647.42
30/6/2025_newconfig,6d62f156-8194-47a8-8904-1e52bdd3dc35,Repo,Banking,Third-party,Retail,Standardized,F3,0.29,203447.06,26001.94,51459.08,58769.51,64218.98
30/6/2025_newconfig,6d9ff8cf-f86f-4f81-b206-de0f88d7cc15,Loan,Banking,Government,Corporate,SA-CCR,F2,0.54,884586.51,128217.08,408439.49,373995.9,338478.24
30/6/2025_newconfig,6da015be-a9cf-4ce3-9814-fe0f2d132d59,Option,Trading,Third-party,Interbank,SA-CCR,F3,0.28,842926.52,73507.33,215437.37,224308.92,215962.5
30/6/2025_newconfig,6de458d1-ad59-48d2-b9fc-6bb8fb636566,Account,Banking,Collateral,Corporate,IMM,F4,0.92,799692.02,254881.63,501225.56,433242.18,456250.12
30/6/2025_newconfig,6e377d34-5e80-41ea-803d-7fb3f9b148e2,Loan,Banking,Third-party,Sovereign,Standardized,F2,0.64,700151.57,163472.51,343474.6,374759.49,346367.29
30/6/2025_newconfig,6e6a2834-3ac5-4ea3-9f76-d43fd0af232f,Others,Securitization,Third-party,Retail,SA-CCR,F1,0.47,654242.64,148086.34,237893.46,263783.86,259302.7
30/6/2025_newconfig,6ebcc146-84eb-4a21-a20a-22a6cc8d7371,Repo,Banking,Government,Sovereign,IMM,F2,0.82,215565.7,98271.44,96181.29,115311.53,105890.81
30/6/2025_newconfig,6f29744e-63a5-4a88-bcde-4f1c8f02454b,FX,Securitization,Collateral,Sovereign,IMM,F3,0.84,411991.03,95762.7,265631.8,251162.74,270194.27
30/6/2025_newconfig,6f35ca35-0644-4e52-9c94-8aa408e431cb,Repo,Banking,Third-party,Sovereign,Standardized,F2,0.31,794853.62,265815.63,164001.78,143214.83,150447.08
30/6/2025_newconfig,6f462406-283d-448c-90f0-899e5e52f081,Option,Securitization,Collateral,Sovereign,SA-CCR,F3,0.83,939880.4,111009.76,687962.63,744631.56,777360.09
30/6/2025_newconfig,6f558420-b5cb-4fec-88a1-05f76b5a8617,FX,Banking,Collateral,Retail,IMM,F4,0.26,221328.49,94100.89,33079.18,31411.83,28832.53
30/6/2025_newconfig,6f5b0a06-a9d8-4602-b8ba-0214828ad390,Repo,Banking,Third-party,Sovereign,IMM,F4,0.32,25437.9,5709.27,6313.16,5846.18,6105.7
30/6/2025_newconfig,6f6a6e91-3b74-4de0-b13f-9158ad3712ea,FX,Trading,Collateral,Corporate,Standardized,F1,0.9,840679.38,181685.32,593094.65,622412.18,622204.23
30/6/2025_newconfig,6fa570ef-4a1c-401b-b72c-207b7c4d29dc,Account,Securitization,Government,Interbank,Standardized,F4,0.42,264905.57,12519.94,106001.96,112268.8,110603.37
30/6/2025_newconfig,6fba3686-3c66-4911-93a3-15665c12b7b5,FX,Trading,Third-party,Sovereign,SA-CCR,F1,0.83,38678.36,12069.71,22085.18,23134.69,20830.01
30/6/2025_newconfig,6fbdc45c-c11f-45f3-99de-c8ab61dc9209,FX,Trading,Third-party,Sovereign,SA-CCR,F3,0.85,228780.91,52809.05,149576.08,125934.14,113422.41
30/6/2025_newconfig,6fd2c42d-2e5c-439e-ae5d-8356a3eb8c81,Option,Banking,Collateral,Corporate,SA-CCR,F1,0.43,991469.52,81505.76,391284.42,403186.62,399187.46
30/6/2025_newconfig,6fe8ec62-dfde-4d90-8db0-9a693f495a70,FX,Trading,Collateral,Sovereign,SA-CCR,F3,0.95,81259.12,5072.47,72377.32,69114.04,62829.85
30/6/2025_newconfig,6febf904-79cd-446b-9b7a-77ae48fc7b9a,Others,Securitization,Government,Interbank,Standardized,F2,0.25,577680.45,275390.06,75572.6,63225.21,58960.61
30/6/2025_newconfig,6ff2834e-8767-4c78-996e-f9d126730dc2,Account,Trading,Collateral,Corporate,IMM,F4,0.63,903232.96,360131.09,342154.18,322857.68,324052.06
30/6/2025_newconfig,700d6021-ec4f-4cd8-97e5-c5fe41c3813c,Commodity,Trading,Collateral,Retail,Standardized,F1,0.51,330707.96,145240.44,94588.44,106826.07,117261.3
30/6/2025_newconfig,7032c3c0-172d-49c8-bbc3-9fe09e80008b,Others,Securitization,Third-party,Interbank,SA-CCR,F3,0.6,874327.44,206768.6,400535.3,464728.26,422834.2
30/6/2025_newconfig,704e701c-af87-4462-a55a-8f8773f11ad4,Account,Trading,Third-party,Retail,Standardized,F3,0.25,167743.76,6576.54,40291.81,45602.36,49291.08
30/6/2025_newconfig,707e0385-d3a1-4a53-b071-f7867ec98430,Bond,Securitization,Government,Corporate,IMM,F4,0.64,571094.19,40555.01,339545.08,352131.1,325015.87
30/6/2025_newconfig,708cb76e-778b-461f-be68-d9edd94df7e8,Bond,Trading,Government,Corporate,SA-CCR,F4,0.89,48375.17,4887.23,38704.27,38291.03,35284.44
30/6/2025_newconfig,70a28707-8b0f-4ef7-b11c-7d2754dce6a1,Commodity,Trading,Government,Corporate,IMM,F2,0.88,44521.8,9648.99,30688.07,32096.79,34579.49
30/6/2025_newconfig,70bafb72-15c7-4ca2-baa2-6421e804da8e,Account,Trading,Government,Sovereign,SA-CCR,F3,0.53,275165.21,41044.19,124084.14,125023.85,122330.66
30/6/2025_newconfig,70c92ba0-811d-48bb-b47a-f345431977bc,Derivative,Securitization,Collateral,Retail,IMM,F1,0.41,599782.75,95524.68,206745.81,208373.19,211549.96
30/6/2025_newconfig,70ca9d56-1fd0-4da6-a998-5156e60a05ef,Commodity,Banking,Collateral,Retail,Standardized,F1,0.79,766836.88,291668.59,375382.95,345732.81,341524.73
30/6/2025_newconfig,70da5574-a6b5-4728-a7c5-66e8d67479aa,Repo,Banking,Third-party,Retail,SA-CCR,F4,0.97,857766.34,94072.4,740783.12,605324.78,592231.92
30/6/2025_newconfig,70e26f30-137a-4e33-94f9-2fd5bc63e3e6,Repo,Trading,Government,Retail,Standardized,F2,0.36,922322.5,352421.7,205164.29,193161.74,195315.86
30/6/2025_newconfig,711f3132-dcb6-47e9-bd2a-03f676ca8106,Account,Trading,Collateral,Corporate,IMM,F1,0.86,521558.37,86838.85,373858.79,301925.78,284621.23
30/6/2025_newconfig,7196ff0c-52d4-4ea9-8faf-86293f9e72b0,Others,Banking,Third-party,Corporate,SA-CCR,F4,0.73,834713.69,276034.83,407835.57,375381.34,364406.55
30/6/2025_newconfig,719b4a30-539b-4729-b50f-9513ba3286e0,Bond,Securitization,Government,Interbank,Standardized,F3,0.86,342487.57,5889.93,289473.97,272757.78,253392.67
30/6/2025_newconfig,71aadd4f-c4b5-430b-9da1-eb771017004d,FX,Securitization,Collateral,Corporate,SA-CCR,F3,0.53,128403.52,29740.57,52291.36,53237.98,50957.52
30/6/2025_newconfig,71ae16e7-9be4-40a6-aed1-46f06138b959,FX,Banking,Government,Sovereign,SA-CCR,F3,0.85,923324.78,151073.41,656413.66,560256.01,536994.01
30/6/2025_newconfig,71b85c32-0f81-4b0e-9ca8-3ebe8596d851,Derivative,Securitization,Government,Sovereign,SA-CCR,F4,0.89,194087.92,6113.35,167297.37,167331.53,179443.91
30/6/2025_newconfig,7206463f-6c32-45b6-a9f9-480a72111959,Repo,Banking,Government,Sovereign,Standardized,F1,0.8,211476.74,46348.24,132102.8,107669.44,114838.11
30/6/2025_newconfig,72341633-3868-4a80-a732-0ce5691a1986,Repo,Trading,Government,Corporate,IMM,F4,0.55,463869.76,181505.76,155300.2,170424.34,163893.26
30/6/2025_newconfig,7271960f-d525-4043-93e2-2830fcd51c56,Derivative,Trading,Collateral,Retail,IMM,F4,0.63,382042.04,150321.63,145983.86,161411.01,166768.71
30/6/2025_newconfig,72dcff58-4d0b-4a86-a84b-d6907a69e2bc,Repo,Banking,Third-party,Interbank,SA-CCR,F2,0.34,666578.1,44500.48,211506.39,235123.62,242236.6
30/6/2025_newconfig,72e4ecdd-66d4-4943-955e-d82293e83d19,Account,Trading,Collateral,Corporate,IMM,F4,0.3,59555.51,25207.37,10304.44,10386.78,11384.49
30/6/2025_newconfig,72eab97d-6ca9-4db6-b587-f7c7eb0bf30c,Repo,Trading,Third-party,Corporate,Standardized,F4,0.94,812277.39,61606.91,705630.25,600348.77,600319.78
30/6/2025_newconfig,72ee5352-aa56-42fc-a77d-ee11a981e80b,Option,Banking,Government,Sovereign,IMM,F3,0.41,188584.81,30912.19,64645.77,63503.73,60854.37
30/6/2025_newconfig,72ee8d1a-f309-4d06-bd9b-c182754d4a59,Others,Trading,Collateral,Sovereign,SA-CCR,F4,0.32,50603.65,9420.86,13178.49,11635.28,11836.15
30/6/2025_newconfig,72f9d4c4-6cbb-4f9a-9052-a998f9bedb6e,Others,Banking,Collateral,Corporate,IMM,F2,0.26,18053.29,2450.57,4056.71,4678.46,4518.49
30/6/2025_newconfig,72fbfbb4-6fc9-4e29-a286-41912a6d8b08,Derivative,Banking,Government,Corporate,Standardized,F1,0.46,388588.27,59977.02,151161.18,155937.68,164548.83
30/6/2025_newconfig,732f513c-2f9a-410d-b61c-a09e7f9f3e60,Derivative,Securitization,Third-party,Retail,IMM,F2,0.89,136898.61,16392.87,107250.11,107953.12,108286.48
30/6/2025_newconfig,7346d88e-cb03-411c-8ec1-613c91a34f92,Commodity,Securitization,Collateral,Corporate,SA-CCR,F2,0.59,789603.96,33630.04,446024.61,527188.36,571921.79
30/6/2025_newconfig,73477b0f-34d3-4939-a922-dd9ae1a770cd,FX,Banking,Collateral,Sovereign,Standardized,F3,0.67,56417.19,9905.88,31162.58,35657.17,36819.84
30/6/2025_newconfig,73847dd8-930d-482c-ba67-baafe2575640,Equity,Trading,Third-party,Corporate,SA-CCR,F1,0.94,609447.27,276170.12,313280.52,250689.7,231105.06
30/6/2025_newconfig,7393fe20-1bfa-4aab-9599-28406015d8e7,Account,Securitization,Third-party,Retail,SA-CCR,F4,0.47,743546.95,8490.4,345476.58,372671.53,405938.12
30/6/2025_newconfig,73b5ed12-1139-4436-b601-ece56c02fbb1,Commodity,Securitization,Government,Sovereign,Standardized,F3,0.78,759292.81,225982.37,415982.14,443986.91,456146.31
30/6/2025_newconfig,73ceb953-51f9-4f48-9879-6e82ea814dfa,FX,Banking,Collateral,Sovereign,SA-CCR,F1,0.37,811040.76,269737.93,200282.05,184454.41,189605.53
30/6/2025_newconfig,73dce410-e652-4349-b713-ec9a46b6e700,Commodity,Banking,Collateral,Sovereign,Standardized,F2,0.4,421266.17,159955.94,104524.09,90457.82,90682.2
30/6/2025_newconfig,73f62fa2-1d92-4c35-acfd-0c3568a3e6bf,Others,Banking,Third-party,Corporate,IMM,F1,0.98,848446.43,334246.67,503915.76,514013.95,499052.05
30/6/2025_newconfig,7434628b-3ee3-4e1c-a20d-05f374d56bea,FX,Securitization,Government,Interbank,IMM,F1,0.83,795449.85,226822.01,471961.11,508405.41,527400.68
30/6/2025_newconfig,7455dd52-fb2d-4ff3-9204-9fccad854210,Others,Banking,Third-party,Sovereign,Standardized,F3,0.23,536148.69,81803.42,104499.41,93760.61,95216.79
30/6/2025_newconfig,748ac926-4d67-4f1c-ac42-fc6407b39995,Derivative,Securitization,Third-party,Sovereign,Standardized,F4,0.44,843915.83,134071.08,312331.69,350078.03,374865.48
30/6/2025_newconfig,74a32c74-70fa-43e8-af71-36ad40136f84,Commodity,Securitization,Collateral,Sovereign,SA-CCR,F4,0.28,408798.53,194264.2,60069.61,58796.83,62809.88
30/6/2025_newconfig,74aff625-a227-4e92-a135-d85e24940db9,Others,Securitization,Government,Sovereign,IMM,F3,0.5,138634.77,66988.8,35822.98,40157.84,40360.23
30/6/2025_newconfig,74ce38b7-3d32-4588-add6-683e0a4e28bc,Loan,Securitization,Collateral,Retail,Standardized,F2,0.46,240956.07,80741.35,73698.77,71889.13,74472.8
30/6/2025_newconfig,74d0aed1-c6a6-4589-b24b-45dc23ad7551,Commodity,Securitization,Government,Corporate,IMM,F2,0.34,233672.72,40303.22,65745.63,64368.68,67514.16
30/6/2025_newconfig,74d16601-45f8-40e4-9d10-9e37b5aaca78,Option,Trading,Third-party,Sovereign,IMM,F3,0.92,410014.88,178045.96,213411.41,239602.91,250257.01
30/6/2025_newconfig,74d40a9c-375f-4f48-af00-5771fbc2ac4b,Derivative,Trading,Third-party,Sovereign,SA-CCR,F4,0.28,124921.69,45953.6,22111.07,18861.63,19498.46
30/6/2025_newconfig,74d8f54f-cecf-411a-8503-714a1f05e6b5,Repo,Banking,Collateral,Sovereign,SA-CCR,F3,0.48,71619.26,1563.69,33626.67,34624.88,34063.84
30/6/2025_newconfig,74ee2557-e30e-42b8-9695-595cad606af1,Bond,Securitization,Third-party,Interbank,IMM,F1,0.28,343895.06,155309.61,52803.93,44215.33,47539.12
30/6/2025_newconfig,7515b466-8242-4c12-806a-f3d34f84ee0d,Commodity,Securitization,Collateral,Corporate,IMM,F1,0.82,888032.6,338572.81,450557.03,454066.2,463881.25
30/6/2025_newconfig,752602cb-9b2c-45c8-a72d-5cf9abf41447,FX,Securitization,Third-party,Interbank,SA-CCR,F2,0.99,617371.77,97659,514515.64,607837.25,627957.48
30/6/2025_newconfig,755467f7-b6fb-4240-9c3e-f8811dc91617,Repo,Trading,Third-party,Sovereign,SA-CCR,F4,0.47,549727.32,197754.61,165427.17,136579.47,126025.55
30/6/2025_newconfig,75582187-fb06-417a-a695-45e3a5fd0c48,Bond,Trading,Government,Retail,SA-CCR,F4,0.42,585919.57,273315.76,131293.6,141159.79,127494.91
30/6/2025_newconfig,7562e9ee-5eac-485c-a14d-5cbd3c4247d9,Option,Banking,Collateral,Interbank,IMM,F2,0.46,311122.82,42664.36,123490.89,145839.83,144434.54
30/6/2025_newconfig,75f81b46-6128-4ade-956f-0de617539756,FX,Securitization,Collateral,Corporate,IMM,F4,0.3,808925.89,252860.84,166819.52,133847.84,130484.78
30/6/2025_newconfig,76676a46-1a22-4b30-919a-b36039d34c5c,Others,Banking,Third-party,Corporate,IMM,F1,0.92,387793.6,185541.6,186071.84,171799.78,164099.54
30/6/2025_newconfig,766adaf5-a759-48e6-b56b-5574908b32f8,Commodity,Banking,Third-party,Corporate,Standardized,F2,0.5,975326.97,187046.94,394140.02,324140.46,316070.46
30/6/2025_newconfig,76845ee9-0072-49ff-9a0d-35681a3c4408,Derivative,Securitization,Government,Sovereign,Standardized,F4,0.5,110888.58,7094.28,51897.15,52883.75,50821.17
30/6/2025_newconfig,76ae688d-fb1c-4ade-8062-fc841dd79a4a,Derivative,Banking,Collateral,Retail,Standardized,F2,0.21,228856.15,10153.46,45927.56,53084.37,54406.24
30/6/2025_newconfig,76c0064c-ebeb-4727-8248-55120b6b2d75,Loan,Banking,Third-party,Sovereign,SA-CCR,F1,0.74,496091.4,146011.11,259059.41,237926.58,239043.49
30/6/2025_newconfig,76ebd346-1bef-48fe-94e9-e8a1c02260e2,Derivative,Securitization,Third-party,Corporate,Standardized,F1,0.36,435641.47,32473.7,145140.4,141388.32,148735.82
